1,1638949614,f21bfd252bba8eb9611cffdcbde8aad2,37,m,deutsch,0,4
2,1644499806,df11cdffcb311d6c2418e4846308c9bc,21,w,deutsch,0,2
3,1645124433,8ca8ceb00d33f20848f5f4042db174c3,3333,d,bilingual,1,2
4,1645727671,05e166ae860dc73237f0ba751f846809,49,w,deutsch,0,5
5,1645738824,d8e07fd959049fec319441aa73c1e7c8,0,,,0,0
6,1645816613,e5fb8c67f07bbbd37342ed48814fd5b7,64,,deutsch,0,5
7,1645849377,5d18c1ddbf3156c89a70ea992cdc2cee,24,,,0,0
8,1646158320,ad18124d492c810cc5d6b99a3b8b47d2,25,w,deutsch,1,6
9,1646170150,4fbc257b21eb8c9ee09a2cd7f10c4980,0,,,0,0
10,1646334413,eae6d8e4feac9ec305af31ec118ab724,15,w,bilingual,1,0
11,1646385069,b361c98b9fa755107238408e801eecef,0,,,0,0
12,1646391800,6294e8cdd9f924da3f5ed4ff277eac53,0,,deutsch,0,2
13,1646569269,fca8e710bab7625924a4e01b0c303a21,0,,deutsch,0,6
14,1646569431,e0a4ce0f8deb137c8792e855d3d30b17,0,m,deutsch,1,6
15,1646608202,4dfe44cedbb36778d4b17b7ec2e9894c,0,m,deutsch,1,6
16,1646658415,9f6d89c407644a664a40c0d729db3685,35,m,deutsch,1,5
17,1646736322,d56e404b1fed0d1af997868d3c2a6978,17,w,bilingual,0,1
18,1646820201,9813b7b991b1fccc98636ed11c5a4b51,0,,,1,6
19,1646836261,0d1620257eecba7ba496ed77e7f11d4c,30,w,deutsch,1,5
20,1646853500,813d9a69328d5956de7068175015c726,29,m,deutsch,0,4
21,1646858219,4f99c0446ce10cf36f08079b43b6cab2,83,m,deutsch,0,0
22,1646901347,9c3490e2a326c1451504285e078f2a83,30,d,deutsch,1,5
23,1646902494,59d508bddfe6f5285fe7c89bb9dd7ba3,30,m,other,0,0
24,1647001853,f5222fbf5b37b37e9c4f534d23e70598,17,m,deutsch,0,3
25,1647073164,53ede15b3a151befe24898c2be090301,39,w,deutsch,1,5
26,1647112975,c44d696fcf86951d0417b63452ac58ed,34,w,deutsch,0,5
27,1647152261,035b77ca67138adb4ec8f0c5ed7e8e23,46,w,deutsch,0,5
28,1647186439,d7b61ae04d93ba4d5972ad832edb6592,69,m,deutsch,0,6
29,1647198825,237f35734e8b26c86d8111d94f7b4adc,21,m,deutsch,0,4
30,1650290454,1f073dbe1af9e38313eb691f442879e5,0,w,deutsch,0,2
31,1647457316,6622eed33ab5e2ae4bf99abc7a384f34,60,w,deutsch,1,6
32,1647550793,7775850d87e84cece38de8d37978d887,31,w,deutsch,0,3
33,1647609742,4dd3e86c02e9fabea1275413ce2f46b1,0,,,0,0
34,1647684131,324984b93e0c11411fae45baa9fa4023,1234,,,0,0
35,1647709036,345814d1e21ab77df27d54ab39b7b962,55,w,deutsch,0,6
36,1647717647,ec2aca5f4344402bdcef44ca5fa394bd,0,w,deutsch,1,6
37,1647751343,8d601e333979b9d4095ac1969907670e,46,m,deutsch,0,0
38,1647778837,2bbd3e89e3a04a4485ec994d32b261ba,46,w,deutsch,1,4
39,1647780642,ea6cecdc365efb1ceebf24a7f09719dd,0,w,deutsch,0,5
40,1647782898,91ec4b3ccf4fe2b3d09245c6e70c75da,26,w,deutsch,0,3
41,1647852977,80b0602fcc7683a7737d9ef20e308d70,24,w,deutsch,1,5
42,1647860983,46b54e226db3a5cf0c5ce2bd24afbec8,52,w,deutsch,0,0
43,1647973204,499291d75aa16aff93d9c25d00d825cc,52,w,deutsch,1,6
44,1647973944,aad8bc19bda50dcf206b9756a818dbc2,52,w,deutsch,1,6
45,1648158683,327306853ba995d46c99b86f71a81d47,0,,deutsch,0,0
46,1648159010,1231eb6788f8e4e9f79ccb96c776c7e4,59,m,deutsch,0,6
47,1648322510,4113eec0a93d924976b0a7dada4680bf,12,,,0,0
48,1648374611,18d611d2fe2d23ca1510c1423b7cceee,0,,,0,0
49,1648492593,23c4c50ea427bd5c0c6e752073ceca9a,0,m,deutsch,0,6
50,1648557951,ac6d915040c0708697c081e794177f14,64,w,deutsch,0,6
51,1648634075,30541dab7a0e8d3dd4679f14f274c25e,0,,,1,5
52,1648718924,debd069361039968244edf0f5f109571,59,m,deutsch,0,6
53,1648822019,daca4597c718bb0fe4d76d39b83bf149,18,w,deutsch,1,2
54,1648986922,cc51b5c39b40e4aa6d783688bacd468b,49,m,deutsch,0,6
55,1649322054,84f825abda96108a00096ac69292882d,37,w,deutsch,0,2
56,1649397639,abf12b035a96c7f680a9604457278547,64,m,deutsch,0,2
57,1649486168,ec334ae9e817e0b2d654fc2d60dde289,53,w,deutsch,0,6
58,1649542598,228d499f5b34494bb8be70c0ac8b3fc7,0,,,0,0
59,1649574531,8604a711fffaf3023c374f6bf9917015,66,m,deutsch,1,6
60,1649608387,07188416b37f4065edc6add1ef5b3718,66,w,bilingual,0,4
61,1649624013,cca3df8daccd88c6bacd6eeaedccc073,12,m,deutsch,0,0
62,1649758599,3dac5ebc79b523404fa1f461d4f76353,44,m,deutsch,1,6
63,1649839126,e46011921b7972d35f63f1fbce98c5a3,21,w,deutsch,1,4
64,1649853258,590033db2b896ecdf3f11290e4e151d7,17,w,other,0,1
65,1649871917,f2831aaddc57864cc07eb36316557b3a,56,m,deutsch,1,6
66,1649879890,46f180f7b10b07c450734f053904bf60,0,m,deutsch,0,6
67,1649953305,3449b400308cae08cf597640e702e812,15,m,deutsch,0,3
68,1649978097,59cc15f098c76c3d525d710a62fc5fb6,0,,,0,0
69,1650052476,344a528cfc28fc1fe1a9624063b9bb36,0,m,deutsch,0,0
70,1650141444,d0acdab313f271c2c0bb22a43e08515c,18,w,bilingual,0,2
72,1650145793,51aa1a010d65a37ca6e32721c45ab26d,20,m,other,0,3
73,1650193480,6e95639c2fa2d66df9240b213178d47e,56,m,deutsch,0,5
74,1650193776,6a6624421b259b6820577b0293b00a15,56,m,deutsch,0,5
75,1650268166,967bef6526f7d2eaa8f07a471bc921c2,33,m,deutsch,1,5
76,1650275000,b026d06c25c85bb99a810bbe54be86dd,34,m,deutsch,0,6
77,1650407169,5943b8d0c4229483c3b1bf48b635d7e6,56,m,deutsch,0,6
78,1650457140,0903cbf23e966a68cc64841dc8704fad,10,,,0,0
79,1650493844,ce3b0e71c1ca5b865408b9ef581341b5,32,w,other,0,3
80,1650629599,dc4d1610cfcf3ed9fa15207df96b2abe,0,,,0,0
81,1650911544,2ca44c2fe595d766fa0add704f6c4d5c,45,w,deutsch,1,6
